GDS Record Locator,Reservation Date,Car Pick Up Date,Car Drop Off Date,Car Chain Code,Car Chain Name,Car Pick Up City,Car Pick Up State,Car Drop Off City,Car Drop Off State,Car Rental Days,Car Daily Rate,Car Category,Online Indicator
OFIHBC,7/13/11,7/18/11,7/26/11,ZI,AVIS RENT A CAR,Denver,CO,Denver,CO,8,54.00,Compact,Y
OFJFDH,11/19/10,11/22/10,11/23/10,ZT,THRIFTY RENT A CAR,Cleveland,OH,Cleveland,OH,1,50.00,Standard,N
OFJLIM,4/13/11,4/18/11,4/20/11,ZD,BUDGET RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,61.00,Compact,Y
OFKGMA,3/24/11,3/27/11,3/30/11,ZD,BUDGET RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,3,29.00,Economy,N
OFKWAF,6/21/13,6/26/13,6/27/13,ZT,THRIFTY RENT A CAR,Little Rock,AR,Little Rock,AR,1,39.00,Compact,Y
OFLLLK,8/22/11,8/30/11,9/1/11,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,2,44.00,Compact,N
OFLOUN,9/6/11,9/8/11,9/8/11,ET,ENTERPRISE CARS,Detroit-Metro,MI,Detroit-Metro,MI,1,31.00,Compact,N
OFMNWR,4/28/11,5/2/11,5/3/11,ET,ENTERPRISE CARS,Miami,FL,Miami,FL,1,16.00,Economy,Y
OFMRDN,11/25/11,11/30/11,12/3/11,AL,ALAMO RENT A CAR,Burbank,CA,Burbank,CA,3,22.00,Economy,Y
OFMXTB,3/9/12,3/12/12,3/13/12,ZD,BUDGET RENT A CAR,Orange County-John Wayne,CA,Orange County-John Wayne,CA,1,34.00,Economy,Y
OFMYSS,9/4/13,9/22/13,9/27/13,ZR,DOLLAR RENT A CAR,Washington DC,DC,Washington DC,DC,5,18.40,Compact,Y
OFNSNE,9/12/12,9/17/12,9/20/12,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,3,25.00,Intermediate,Y
OFNZCL,4/13/11,4/18/11,4/20/11,ZD,BUDGET RENT A CAR,Pierre,SD,Pierre,SD,2,42.00,Economy,Y
OFODZC,8/18/11,9/1/11,9/2/11,AL,ALAMO RENT A CAR,Saginaw,MI,Saginaw,MI,1,21.00,Economy,Y
OFPVCW,12/12/11,12/15/11,12/15/11,ZL,NATIONAL CAR RENTAL,El Paso,TX,El Paso,TX,1,44.00,Compact,Y
OFQXLO,4/12/12,4/17/12,4/19/12,ZR,DOLLAR RENT A CAR,El Paso,TX,El Paso,TX,2,23.00,Intermediate,Y
OFRNTL,11/26/12,11/29/12,11/30/12,ET,ENTERPRISE CARS,Ontario,CA,Ontario,CA,1,22.00,Economy,Y
OFRPJW,9/8/11,9/13/11,9/16/11,ET,ENTERPRISE CARS,Providence,RI,Providence,RI,3,36.00,Compact,Y
OFSLXW,4/13/11,4/17/11,4/23/11,ZD,BUDGET RENT A CAR,Honolulu - Oahu,HI,Honolulu - Oahu,HI,6,20.83,Intermediate,N
OFVHTP,10/24/12,10/29/12,11/2/12,ZL,NATIONAL CAR RENTAL,Charleston,SC,Charleston,SC,4,34.00,Compact,Y
OFXRRE,2/25/13,2/28/13,2/28/13,ZD,BUDGET RENT A CAR,San Diego,CA,San Diego,CA,1,18.00,Compact,Y
OFYDZV,12/2/10,12/5/10,12/6/10,ZD,BUDGET RENT A CAR,Ontario,CA,Ontario,CA,1,18.00,Economy,N
OGCHEA,11/24/10,11/30/10,12/1/10,ZL,NATIONAL CAR RENTAL,San Diego,CA,San Diego,CA,1,17.00,Economy,Y
OGEZRX,9/30/11,10/5/11,10/5/11,AL,ALAMO RENT A CAR,Boston,MA,Boston,MA,1,39.00,Compact,N
OGFIYN,5/4/11,5/9/11,5/12/11,ZI,AVIS RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,3,51.00,Intermediate,N
OGJVGD,4/15/11,4/18/11,4/18/11,ZE,HERTZ RENT A CAR,Juneau,AK,Juneau,AK,1,47.00,Economy,Y
OGLACM,5/29/12,5/30/12,5/30/12,ZD,BUDGET RENT A CAR,Fairbanks,AK,Fairbanks,AK,1,33.00,Economy,N
OGLRMB,1/25/11,1/28/11,1/30/11,ZD,BUDGET RENT A CAR,Midland/Odessa,TX,Midland/Odessa,TX,2,43.00,Standard,Y
OGNCKT,10/11/12,10/15/12,10/17/12,ZR,DOLLAR RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,2,40.00,Economy,N
OGNCKT,10/11/12,10/17/12,10/19/12,ZL,NATIONAL CAR RENTAL,San Antonio,TX,San Antonio,TX,2,45.00,Compact,N
OGNFUU,11/23/10,11/30/10,12/4/10,ET,ENTERPRISE CARS,Palm Springs,CA,Palm Springs,CA,4,38.45,Compact,N
OGPVSS,12/21/10,12/20/10,12/21/10,ZR,DOLLAR RENT A CAR,Las Vegas,NV,Las Vegas,NV,1,13.00,Compact,N
OGPWYN,1/7/11,1/10/11,1/12/11,ZD,BUDGET RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,2,42.00,Compact,N
OGQBCT,2/27/12,3/29/12,3/29/12,ET,ENTERPRISE CARS,Cleveland,OH,Cleveland,OH,1,31.00,Compact,N
OGUCKR,5/4/11,5/5/11,5/13/11,ET,ENTERPRISE CARS,Raleigh/Durham,NC,Raleigh/Durham,NC,8,14.29,Compact,N
OGZVRI,1/19/12,1/24/12,1/26/12,ET,ENTERPRISE CARS,Wichita,KS,Wichita,KS,2,28.00,Economy,Y
OHAURE,11/10/11,11/16/11,11/16/11,ZI,AVIS RENT A CAR,El Paso,TX,El Paso,TX,1,52.00,Compact,Y
OHBMDN,5/4/11,5/9/11,5/13/11,ZR,DOLLAR RENT A CAR,San Diego,CA,San Diego,CA,4,15.00,Compact,Y
OHCDCL,3/18/13,3/19/13,3/19/13,AD,ADVANTAGE,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,22.00,Compact,N
OHGRNA,12/5/11,12/7/11,12/8/11,AL,ALAMO RENT A CAR,Buffalo,NY,Buffalo,NY,1,28.00,Compact,N
OHJFKA,8/27/12,8/29/12,8/30/12,ET,ENTERPRISE CARS,Lexington,KY,Lexington,KY,1,28.00,Compact,N
OHKGDL,12/2/10,12/5/10,12/8/10,ZD,BUDGET RENT A CAR,Denver,CO,Denver,CO,3,43.67,Intermediate,N
OHKYNY,9/25/13,9/29/13,9/30/13,AL,ALAMO RENT A CAR,Tampa,FL,Tampa,FL,1,22.22,Compact,Y
OHLNDP,12/8/10,12/9/10,12/10/10,ZD,BUDGET RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,28.00,Intermediate,N
OHNZWA,3/23/12,3/27/12,4/1/12,ZE,HERTZ RENT A CAR,St. Thomas,,St. Thomas,,5,44.00,Economy,Y
OHODRF,2/22/11,2/27/11,3/5/11,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,6,18.00,Economy,Y
OHOGDW,7/19/11,7/21/11,7/22/11,AL,ALAMO RENT A CAR,Burbank,CA,Burbank,CA,1,24.00,Compact,N
OHOGSQ,1/26/11,1/31/11,2/4/11,ZL,NATIONAL CAR RENTAL,Detroit-Metro,MI,Detroit-Metro,MI,4,48.00,Intermediate,Y
OHOIGA,8/11/11,8/16/11,8/17/11,ZL,NATIONAL CAR RENTAL,Bakersfield,CA,Bakersfield,CA,1,43.00,Compact,Y
OHRBHK,2/22/12,2/26/12,3/2/12,ZR,DOLLAR RENT A CAR,San Francisco,CA,San Francisco,CA,5,25.20,Compact,Y
OHRBHK,2/24/12,2/26/12,3/2/12,ZR,DOLLAR RENT A CAR,San Francisco,CA,San Francisco,CA,5,25.20,Compact,N
OHRPAZ,10/26/12,11/6/12,11/9/12,ZD,BUDGET RENT A CAR,Orange County-John Wayne,CA,Orange County-John Wayne,CA,3,34.00,Economy,N
OHSWUR,6/5/13,6/10/13,6/14/13,ZT,THRIFTY RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,4,23.90,Compact,Y
OHSYXW,3/13/13,3/18/13,3/22/13,AL,ALAMO RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,4,31.00,Compact,Y
OHTKJD,3/12/12,3/15/12,3/16/12,ZL,NATIONAL CAR RENTAL,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,1,40.00,Intermediate,Y
OHTSTK,8/31/11,9/6/11,9/7/11,ZR,DOLLAR RENT A CAR,Tucson,AZ,Tucson,AZ,1,23.00,Compact,Y
OHUHQF,8/8/13,8/11/13,8/15/13,ET,ENTERPRISE CARS,Indianapolis,IN,Indianapolis,IN,4,68.00,Standard,N
OHVKOZ,2/1/11,2/2/11,2/2/11,ZL,NATIONAL CAR RENTAL,Raleigh/Durham,NC,Raleigh/Durham,NC,1,21.00,Intermediate,N
OHWXKQ,2/4/13,2/6/13,2/7/13,ZD,BUDGET RENT A CAR,Cincinnati,OH,Cincinnati,OH,1,61.00,Compact,Y
OHZ26W,10/28/10,10/28/10,10/28/10,ZD,BUDGET RENT A CAR,Gainesville,FL,Gainesville,FL,1,32.00,Compact,N
OHZFAI,6/8/12,6/18/12,6/20/12,ET,ENTERPRISE CARS,San Antonio,TX,San Antonio,TX,2,26.00,Compact,Y
OIBZZF,7/7/11,7/11/11,7/13/11,ZR,DOLLAR RENT A CAR,Los Angeles,CA,Los Angeles,CA,2,23.00,Economy,Y
OIFKLM,11/1/11,11/2/11,11/2/11,ET,ENTERPRISE CARS,Cleveland,OH,Cleveland,OH,1,31.00,Intermediate,N
OIFVNR,6/23/11,6/27/11,6/28/11,ET,ENTERPRISE CARS,Cleveland,OH,Cleveland,OH,1,31.00,Economy,N
OIFYQX,10/17/12,10/22/12,10/26/12,ZL,NATIONAL CAR RENTAL,Denver,CO,Denver,CO,4,37.00,Standard,N
OIGFKX,8/29/13,9/4/13,9/4/13,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,1,27.00,Economy,Y
OIGGHM,2/2/12,2/7/12,2/10/12,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,3,25.00,Compact,Y
OIHDRW,7/1/11,7/5/11,7/7/11,ET,ENTERPRISE CARS,Detroit-Metro,MI,Detroit-Metro,MI,2,32.00,Compact,Y
OIINPD,11/9/11,11/14/11,11/18/11,ET,ENTERPRISE CARS,Washington DC,DC,Washington DC,DC,4,33.00,Economy,Y
OIIVYH,12/13/12,12/17/12,12/18/12,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,1,47.00,Compact,Y
OIKFIF,2/17/11,2/22/11,2/22/11,ZD,BUDGET RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,1,32.00,Intermediate,N
OILIWR,5/3/12,5/8/12,5/9/12,ZI,AVIS RENT A CAR,Atlanta,GA,Atlanta,GA,1,55.00,Intermediate,N
OILPAF,3/16/11,3/21/11,3/24/11,ZT,THRIFTY RENT A CAR,Burlington,VT,Burlington,VT,3,38.00,Intermediate,Y
OILXXY,11/10/10,11/15/10,11/18/10,AL,ALAMO RENT A CAR,Denver,CO,Denver,CO,3,39.00,Standard,Y
OIMUAG,10/19/11,10/22/11,10/23/11,ZD,BUDGET RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,20.00,Compact,Y
OIMYEK,2/24/11,3/1/11,3/1/11,ZD,BUDGET RENT A CAR,Albuquerque,NM,Albuquerque,NM,1,38.00,Intermediate,Y
OIPKGC,3/28/12,4/2/12,4/4/12,ZD,BUDGET RENT A CAR,Denver,CO,Denver,CO,2,130.88,Minivan,N
OIPTXP,12/12/11,12/15/11,12/16/11,ZR,DOLLAR RENT A CAR,San Antonio,TX,San Antonio,TX,1,11.00,Compact,Y
OIQONW,8/20/12,8/29/12,8/30/12,ZL,NATIONAL CAR RENTAL,Houston-Hobby,TX,Houston-Hobby,TX,1,58.00,Intermediate,N
OIRTNK,4/9/12,4/12/12,4/13/12,AL,ALAMO RENT A CAR,Washington DC,DC,Washington DC,DC,1,20.00,Economy,Y
OISBSD,5/3/11,5/4/11,5/7/11,ZR,DOLLAR RENT A CAR,San Antonio,TX,San Antonio,TX,3,22.00,Intermediate,N
OISBSD,5/4/11,5/4/11,5/7/11,ZR,DOLLAR RENT A CAR,San Antonio,TX,San Antonio,TX,3,22.00,Intermediate,N
OITZEB,12/15/10,12/20/10,12/21/10,ZT,THRIFTY RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,1,21.00,Compact,Y
OIUOMT,6/4/12,6/5/12,6/6/12,ZD,BUDGET RENT A CAR,Philadelphia,PA,Philadelphia,PA,1,67.00,Economy,N
OIWSWY,9/26/12,10/1/12,10/2/12,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,1,41.00,Compact,Y
OIYJKM,4/11/11,4/14/11,4/15/11,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,1,16.00,Economy,N
OJAFYY,8/28/13,9/3/13,9/4/13,ET,ENTERPRISE CARS,Los Angeles,CA,Los Angeles,CA,1,31.50,Economy,Y
OJCWLP,12/9/11,12/14/11,12/14/11,ET,ENTERPRISE CARS,Boise,ID,Boise,ID,1,26.00,Intermediate,N
OJEEEY,7/13/11,7/18/11,7/21/11,AL,ALAMO RENT A CAR,Billings,MT,Billings,MT,3,70.00,Intermediate,N
OJFLWN,10/25/10,10/25/10,10/27/10,ZD,BUDGET RENT A CAR,Ontario,CA,Ontario,CA,2,39.00,Intermediate,N
OJIDPF,8/20/12,8/23/12,8/24/12,AL,ALAMO RENT A CAR,Atlanta,GA,Atlanta,GA,1,16.00,Economy,N
OJIDPF,8/20/12,8/23/12,8/24/12,AL,ALAMO RENT A CAR,Atlanta,GA,Atlanta,GA,1,19.00,Economy,N
OJIEDH,2/4/11,2/7/11,2/10/11,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,3,27.00,Compact,N
OJKUJJ,5/13/11,5/17/11,5/19/11,ZR,DOLLAR RENT A CAR,Denver,CO,Denver,CO,2,24.00,Intermediate,N
OJLCHM,7/8/13,7/10/13,7/11/13,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,1,36.00,Intermediate,N
OJLGPC,2/20/13,2/21/13,2/21/13,AL,ALAMO RENT A CAR,Ontario,CA,Ontario,CA,1,24.00,Intermediate,N
OJNQCM,5/5/11,5/9/11,5/12/11,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,3,41.00,Compact,N
OJNQZC,11/7/12,11/13/12,11/16/12,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,3,28.00,Economy,Y
OJOCMD,4/16/12,4/19/12,4/20/12,ZL,NATIONAL CAR RENTAL,Lexington,KY,Lexington,KY,1,32.00,Compact,N
OJOJBG,5/12/11,5/17/11,5/18/11,AL,ALAMO RENT A CAR,Billings,MT,Billings,MT,1,39.00,Compact,Y
OJQSFK,3/13/13,3/18/13,3/22/13,ZD,BUDGET RENT A CAR,Fairbanks,AK,Fairbanks,AK,4,34.00,Compact,Y
OJRNLS,2/27/12,3/12/12,3/13/12,ZL,NATIONAL CAR RENTAL,Los Angeles,CA,Los Angeles,CA,1,47.00,Intermediate,N
OJWIHD,6/15/11,6/20/11,6/23/11,ZT,THRIFTY RENT A CAR,Denver,CO,Denver,CO,3,29.00,Economy,Y
OJWKZS,3/12/12,5/3/12,5/4/12,ZL,NATIONAL CAR RENTAL,Baltimore/Washington Intl,MD,Baltimore/Washington Intl,MD,1,32.00,Compact,N
OJWZGJ,9/14/11,9/19/11,9/23/11,AL,ALAMO RENT A CAR,Atlanta,GA,Atlanta,GA,4,18.00,Compact,Y
OJYFEI,7/6/11,7/12/11,7/12/11,ZR,DOLLAR RENT A CAR,Mc Allen,TX,Mc Allen,TX,1,37.00,Compact,Y
OJYULQ,2/16/12,2/21/12,2/23/12,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,2,32.00,Compact,N
OJZAIX,6/7/12,6/11/12,6/11/12,ET,ENTERPRISE CARS,Memphis,TN,Memphis,TN,1,40.00,Compact,N
OKAOFN,6/15/11,6/18/11,6/18/11,ET,ENTERPRISE CARS,St. Louis,MO,St. Louis,MO,1,22.00,Compact,Y
OKAPDD,3/18/11,3/20/11,4/1/11,ET,ENTERPRISE CARS,Atlanta,GA,Atlanta,GA,12,18.29,Intermediate,N
OKAPIZ,2/15/12,2/21/12,2/21/12,ZE,HERTZ RENT A CAR,San Diego,CA,San Diego,CA,1,39.00,Compact,Y
OKBCPL,5/10/12,5/17/12,5/17/12,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,1,12.00,Compact,Y
OKBRIM,1/24/11,1/27/11,1/27/11,ZI,AVIS RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,1,22.00,Intermediate,N
OKDYIT,6/23/11,6/28/11,6/30/11,ZR,DOLLAR RENT A CAR,Washington DC,DC,Washington DC,DC,2,24.00,Compact,Y
OKEFOE,8/2/12,8/7/12,8/7/12,ZD,BUDGET RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,48.00,Compact,N
OKHFHO,3/29/11,3/30/11,3/31/11,ZL,NATIONAL CAR RENTAL,Tucson,AZ,Tucson,AZ,1,32.00,Compact,Y
OKICNQ,4/25/11,4/26/11,4/27/11,ZD,BUDGET RENT A CAR,Midland/Odessa,TX,Midland/Odessa,TX,1,39.00,Intermediate,N
OKIZRG,7/19/11,7/20/11,7/22/11,AL,ALAMO RENT A CAR,Louisville,KY,Louisville,KY,2,19.00,Compact,N
OKIZRG,7/21/11,7/20/11,7/22/11,AL,ALAMO RENT A CAR,Louisville,KY,Louisville,KY,2,19.00,Compact,N
OKJCQE,2/27/13,3/4/13,3/4/13,ZT,THRIFTY RENT A CAR,San Diego,CA,San Diego,CA,1,25.00,Compact,Y
OKKYXC,9/11/13,9/14/13,9/14/13,ET,ENTERPRISE CARS,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,14.00,Economy,Y
OKOFKB,2/23/11,2/24/11,2/25/11,AL,ALAMO RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,31.00,Compact,N
OKPFAO,10/31/11,11/2/11,11/3/11,ZD,BUDGET RENT A CAR,Yuma,AZ,Yuma,AZ,1,32.00,Compact,N
OKQHGY,4/6/11,4/10/11,4/13/11,AL,ALAMO RENT A CAR,Phoenix,AZ,Phoenix,AZ,3,36.00,Compact,N
OKSOFX,9/17/12,9/20/12,9/21/12,AL,ALAMO RENT A CAR,Cincinnati,OH,Cincinnati,OH,1,31.00,Standard,Y
OKTSNB,10/19/11,10/24/11,10/27/11,AC,ACE RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,3,49.34,Economy,Y
OKUZUR,6/24/11,6/29/11,6/30/11,ET,ENTERPRISE CARS,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,33.00,Economy,Y
OKWLUF,6/21/13,6/24/13,6/25/13,ZL,NATIONAL CAR RENTAL,West Palm Beach,FL,West Palm Beach,FL,1,22.00,Economy,N
OKXOCH,1/28/11,2/2/11,2/4/11,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,29.00,Intermediate,Y
OKXOCH,2/1/11,2/2/11,2/4/11,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,32.00,Intermediate,N
OKXOCH,2/3/11,2/2/11,2/4/11,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,32.00,Intermediate,N
OKYERT,12/5/12,12/10/12,12/11/12,ET,ENTERPRISE CARS,Medford,OR,Medford,OR,1,23.00,Compact,Y
OKYISQ,8/1/11,8/4/11,8/4/11,AL,ALAMO RENT A CAR,Jacksonville,FL,Jacksonville,FL,1,28.00,Compact,Y
OLAUXX,9/30/11,10/4/11,10/4/11,ET,ENTERPRISE CARS,Hilo - Hawaii,HI,Hilo - Hawaii,HI,1,47.00,Economy,Y
OLBGOV,9/14/12,9/19/12,9/21/12,ZL,NATIONAL CAR RENTAL,Albuquerque,NM,Albuquerque,NM,2,29.00,Compact,Y
OLDWSX,2/1/11,2/7/11,2/11/11,ZI,AVIS RENT A CAR,Orange County-John Wayne,CA,Orange County-John Wayne,CA,4,43.00,Compact,N
OLE2HZ,9/30/10,10/2/10,10/15/10,ZD,BUDGET RENT A CAR,San Diego,CA,San Diego,CA,13,17.57,Intermediate,N
OLHNGJ,3/18/11,3/21/11,3/22/11,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,1,25.00,Compact,N
OLIGOZ,11/4/10,11/9/10,11/10/10,FX,FOX RENT A CAR,San Diego,CA,San Diego,CA,1,16.94,Compact,Y
OLJDEI,1/16/13,1/22/13,1/24/13,ZL,NATIONAL CAR RENTAL,Brownsville,TX,Brownsville,TX,2,34.00,Economy,Y
OLKMIO,11/23/10,11/29/10,12/2/10,ZD,BUDGET RENT A CAR,New Orleans,LA,New Orleans,LA,3,32.00,Intermediate,Y
OLODWC,7/10/12,7/13/12,7/15/12,ZL,NATIONAL CAR RENTAL,Baton Rouge,LA,Baton Rouge,LA,2,41.00,Intermediate,Y
OLQNJL,7/13/11,7/18/11,7/19/11,ZL,NATIONAL CAR RENTAL,Laredo,TX,Laredo,TX,1,38.00,Compact,N
OLQPSU,9/5/13,9/10/13,9/11/13,ZI,AVIS RENT A CAR,Bismarck,ND,Bismarck,ND,1,45.00,Intermediate,Y
OLSDYH,6/15/11,6/19/11,6/23/11,ZT,THRIFTY RENT A CAR,Little Rock,AR,Little Rock,AR,4,32.50,Intermediate,Y
OLXESS,3/8/12,3/12/12,3/15/12,ZL,NATIONAL CAR RENTAL,Kansas City-Intl,MO,Kansas City-Intl,MO,3,59.00,Full Size,N
OLXLSQ,11/23/11,11/28/11,11/30/11,ZD,BUDGET RENT A CAR,New Orleans,LA,New Orleans,LA,2,24.00,Intermediate,N
OLXVSX,12/3/10,12/8/10,12/8/10,ZT,THRIFTY RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,1,14.00,Compact,Y
OMAOXH,7/25/11,7/28/11,7/28/11,AL,ALAMO RENT A CAR,Louisville,KY,Louisville,KY,1,20.00,Compact,N
OMCGOS,8/7/13,8/12/13,8/15/13,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,3,30.00,Compact,N
OMDGRJ,3/4/11,3/6/11,3/11/11,AL,ALAMO RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,5,34.85,Minivan,N
OMFLGP,7/18/11,7/21/11,7/22/11,ET,ENTERPRISE CARS,Boise,ID,Boise,ID,1,40.00,Compact,Y
OMHPUY,2/24/12,3/1/12,3/1/12,ZE,HERTZ RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,44.00,Economy,N
OMKFBO,5/16/12,5/20/12,5/24/12,ZT,THRIFTY RENT A CAR,New Orleans,LA,New Orleans,LA,4,36.50,Compact,Y
OMOOBH,12/13/10,12/16/10,12/17/10,ZL,NATIONAL CAR RENTAL,Baton Rouge,LA,Baton Rouge,LA,1,47.00,Intermediate,N
OMOYNH,7/24/12,7/25/12,7/26/12,AL,ALAMO RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,1,48.00,Intermediate,N
OMPFAO,5/4/11,5/9/11,5/13/11,ZT,THRIFTY RENT A CAR,San Diego,CA,San Diego,CA,4,13.00,Economy,N
OMRITV,5/2/11,5/5/11,5/5/11,ZR,DOLLAR RENT A CAR,Spokane,WA,Spokane,WA,1,31.00,Compact,N
OMRVAO,4/13/11,4/18/11,4/18/11,ZE,HERTZ RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,1,29.00,Compact,Y
OMTNYN,9/15/11,9/18/11,9/23/11,ZD,BUDGET RENT A CAR,San Francisco,CA,San Francisco,CA,5,36.80,Full Size,N
OMUYKS,4/20/12,4/25/12,4/26/12,ET,ENTERPRISE CARS,Columbus,OH,Columbus,OH,1,19.00,Economy,N
OMVWJE,6/12/13,6/17/13,6/19/13,ZL,NATIONAL CAR RENTAL,Phoenix,AZ,Phoenix,AZ,2,47.00,Compact,Y
OMYSBZ,9/29/11,10/4/11,10/6/11,ET,ENTERPRISE CARS,Memphis,TN,Memphis,TN,2,35.00,Compact,N
ONAKJY,8/6/13,8/9/13,8/9/13,ZE,HERTZ RENT A CAR,Boston,MA,Boston,MA,1,47.00,Economy,Y
ONARKA,9/20/13,9/25/13,9/27/13,AD,ADVANTAGE,Orlando,FL,Orlando,FL,2,11.11,Intermediate,N
ONATZN,6/11/12,6/12/12,6/15/12,AL,ALAMO RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,3,71.80,Intermediate,N
ONDLYT,11/2/11,11/3/11,11/4/11,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,1,12.00,Compact,Y
ONERPF,9/6/13,9/11/13,9/12/13,ET,ENTERPRISE CARS,Albuquerque,NM,Albuquerque,NM,1,11.00,Compact,Y
ONERPF,9/6/13,9/12/13,9/13/13,ZE,HERTZ RENT A CAR,Oklahoma City,OK,Oklahoma City,OK,1,26.12,Compact,Y
ONGEYN,1/23/13,1/28/13,1/30/13,ZR,DOLLAR RENT A CAR,New Orleans,LA,New Orleans,LA,2,37.00,Economy,Y
ONHWIE,1/21/11,1/25/11,1/26/11,ZR,DOLLAR RENT A CAR,El Paso,TX,El Paso,TX,1,12.00,Compact,N
ONHWIE,1/25/11,1/25/11,1/26/11,ZR,DOLLAR RENT A CAR,El Paso,TX,El Paso,TX,1,12.00,Compact,N
ONIDAP,3/15/12,3/20/12,3/20/12,ZD,BUDGET RENT A CAR,San Antonio,TX,San Antonio,TX,1,31.00,Intermediate,Y
ONJFON,6/13/11,6/14/11,6/15/11,ZL,NATIONAL CAR RENTAL,Detroit-Metro,MI,Detroit-Metro,MI,1,37.00,Compact,N
ONLLOW,9/8/11,9/13/11,9/15/11,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,2,41.00,Compact,Y
ONLLOW,9/9/11,9/13/11,9/14/11,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,1,41.00,Compact,N
ONNBSM,6/8/11,6/13/11,6/13/11,AL,ALAMO RENT A CAR,St. Louis,MO,St. Louis,MO,1,41.00,Compact,N
ONQTHJ,9/16/11,9/21/11,9/23/11,ET,ENTERPRISE CARS,Newport News,VA,Newport News,VA,2,33.00,Standard,Y
ONRFHW,11/24/10,11/30/10,11/30/10,ZD,BUDGET RENT A CAR,Lake Charles,LA,Lake Charles,LA,1,33.00,Compact,Y
ONTRHV,7/20/12,7/23/12,7/27/12,ZR,DOLLAR RENT A CAR,Fairbanks,AK,Fairbanks,AK,4,57.00,Economy,Y
ONUHNI,7/20/11,7/25/11,7/28/11,ZD,BUDGET RENT A CAR,Denver,CO,Denver,CO,3,63.00,Intermediate,Y
ONUNCU,8/9/13,8/14/13,8/14/13,ET,ENTERPRISE CARS,Corpus Christi,TX,Corpus Christi,TX,1,18.00,Compact,Y
ONWDMK,2/6/12,2/7/12,2/10/12,ZT,THRIFTY RENT A CAR,Los Angeles,CA,Los Angeles,CA,3,14.00,Compact,N
ONXNJD,5/23/12,5/27/12,5/30/12,ET,ENTERPRISE CARS,Saginaw,MI,Saginaw,MI,3,38.00,Compact,Y
ONZMVC,1/6/12,1/11/12,1/12/12,ET,ENTERPRISE CARS,Boise,ID,Boise,ID,1,17.00,Compact,Y
ONZMVC,1/6/12,1/11/12,1/11/12,ZD,BUDGET RENT A CAR,Pasco,WA,Pasco,WA,1,38.00,Compact,Y
