GDS Record Locator,Reservation Date,Ticket Issue Date,Trip Departure Date,Ticket Number,Airline Name,Cabin Class,Domestic / International Indicator,Origin Airport Code,Destination Airport Code,Routing,Invoice Amount,Tax Amount,Total Amount,Mileage,Exchange Indicator,Exchange Original Ticket Number,Refund  Indicator,Original Invoice Number,Online Indicator,Fare Category
34CJ5D,,10/29/10,10/27/10,8617840593,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO_PDX/IAD,-470.7,-56.7,-527.4,-4739.392884,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
34CJ5D,,10/29/10,10/28/10,8617570387,ALASKA,Coach,D,SFO,PDX,SFO/PDX,-66.98,-15.72,-82.7,-551.3638275,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
34CJ5D,10/21/10,10/21/10,10/28/10,8617570387,ALASKA,Coach,D,SFO,PDX,SFO/PDX,66.98,15.72,82.7,551.3638275,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34CJ5D,10/21/10,10/21/10,10/27/10,8617570386,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO_PDX/IAD,470.7,56.7,527.4,4739.392884,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34CJ5D,10/21/10,10/25/10,10/27/10,8617840593,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO_PDX/IAD,470.7,56.7,527.4,4739.392884,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34CJ5D,10/21/10,10/25/10,10/27/10,8617702779,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO_PDX/ORD/IAD,470.7,67.4,538.1,4739.892888,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34EJ45,10/21/10,10/22/10,10/25/10,8617642221,DELTA AIR LINES,Coach,D,PNS,SDF,PNS/ATL/SDF/ATL/PNS,1024.18,118.12,1142.3,1189.645303,N,,N,,Y,YCA City Pair Fare (Contract)
34ELPF,,10/25/10,10/26/10,8617702715,AMERICAN,Coach,D,ORD,CMH,ORD/CMH/ORD,-202.8,-36.6,-239.4,-592.4915179,N,,Y,,Y,YCA City Pair Fare (Contract)
34ELPF,10/21/10,10/25/10,10/26/10,8617702715,AMERICAN,Coach,D,ORD,CMH,ORD/CMH/ORD,202.8,36.6,239.4,592.4915179,N,,N,,Y,YCA City Pair Fare (Contract)
34FOYP,10/21/10,10/21/10,10/25/10,8617570485,JET BLUE AIRWAYS,Coach,D,IAD,MCO,IAD/MCO/IAD,286.51,42.89,329.4,1520.046182,N,,N,,N,YCA City Pair Fare (Contract)
34FXYB,10/21/10,10/22/10,11/1/10,8617620631,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34IBMQ,10/21/10,12/1/10,12/5/10,8620044590,DELTA AIR LINES,Coach,D,ATL,ORF,ATL/ORF/ATL,623.26,68.14,691.4,1030.638065,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34J2A3,10/21/10,10/22/10,11/14/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
34J2A3,10/21/10,10/22/10,11/14/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,,,,1095.766184,N,,N,,N,Economy Restricted Fare (Non-Contract)
34JF2W,,10/29/10,11/1/10,8617666929,UNITED AIRLINES,Coach,D,PHX,LAX,PHX/LAX,-92.09,-17.61,-109.7,-369.6472306,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
34JF2W,10/21/10,10/22/10,11/1/10,8617666929,UNITED AIRLINES,Coach,D,PHX,LAX,PHX/LAX,92.09,17.61,109.7,369.6472306,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34JF2W,10/21/10,10/22/10,11/1/10,,SOUTHWEST AIR,Coach,D,PHX,LAX,PHX/LAX_SNA/PHX,156.7,,156.7,707.6736278,N,,N,,Y,Economy Restricted Fare (Non-Contract)
34JFOG,10/21/10,12/1/10,12/6/10,,SOUTHWEST AIR,Coach,D,ONT,SMF,ONT/SMF/ONT,325.4,,325.4,780.324898,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
34L3Y8,10/21/10,10/22/10,11/16/10,8617642279,FRONTIER AIRLINES,Coach,D,DCA,MCI,DCA/MCI/DCA,247.44,39.96,287.4,1897.501878,N,,N,,N,YCA City Pair Fare (Contract)
34LWPO,10/21/10,10/26/10,11/1/10,8617840750,ALASKA,Coach,D,DCA,SEA,DCA/SEA,222.33,27.37,249.7,2324.756905,N,,N,,N,YCA City Pair Fare (Contract)
34MB57,10/21/10,10/22/10,11/15/10,,AIRTRAN AIRLINES,Coach,D,DTW,ATL,DTW/ATL/DTW,287.4,,287.4,1194.804526,N,,N,,Y,Economy Restricted Fare (Non-Contract)
34N8IJ,,2/15/12,4/26/10,,DELTA AIR LINES,Coach,D,RIC,SAT,RIC/ATL/SAT/ATL/RIC,-119.75,0,-119.75,-2709.07213,N,,Y,,Y,YCA City Pair Fare (Contract)
34NDP2,10/21/10,10/21/10,10/27/10,8617586933,DELTA AIR LINES,Coach,D,ATL,MEM,ATL/MEM/ATL,295.82,39.08,334.9,663.2568775,N,,N,,N,Economy Discounted Government (Non-Contract)
34NMP7,10/21/10,10/21/10,10/22/10,8617570459,DELTA AIR LINES,Coach,D,LGA,DCA,LGA/DCA/LGA,115.34,30.06,145.4,427.5137234,N,,N,,N,Economy Discounted Government (Non-Contract)
34NMP7,10/21/10,10/27/10,11/2/10,8617924832,DELTA AIR LINES,Coach,D,DCA,LGA,DCA/LGA,,,,213.7569047,Y,8617570459,N,8617570459,N,Economy Discounted Government (Non-Contract)
34NQCP,10/21/10,10/27/10,11/4/10,8618012223,AMERICAN,Coach,I,SJU,STX,SJU/STX/SJU,371.5,9.5,381,190.3977204,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34NYMC,10/21/10,11/3/10,11/8/10,8618471198,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,305.12,44.28,349.4,2970.414318,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34OHQX,10/21/10,10/21/10,12/6/10,8617620513,AMERICAN,Coach,D,LGA,OKC,LGA/ORD/OKC/DFW/LGA,206.52,58.28,264.8,2989.287824,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34OJQA,,11/12/10,10/26/10,8617620487,AMERICAN,Coach,I,SJU,STT,SJU/STT/SJU,-399.5,-12.5,-412,-138.9249096,N,,Y,,Y,YCA City Pair Fare (Contract)
34OJQA,10/21/10,10/21/10,10/26/10,8617620487,AMERICAN,Coach,I,SJU,STT,SJU/STT/SJU,399.5,12.5,412,138.9249096,N,,N,,Y,YCA City Pair Fare (Contract)
34OLPW,10/21/10,10/21/10,11/17/10,8617620514,US AIRWAYS,Coach,D,LGA,DCA,LGA/DCA/LGA,96.74,28.66,125.4,427.5137234,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34P6RA,10/21/10,10/22/10,10/27/10,8617666901,DELTA AIR LINES,Coach,D,ATL,CLT,ATL/CLT/ATL,232.56,37.34,269.9,453.4511761,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34QA5L,10/21/10,10/21/10,10/24/10,8617620580,US AIRWAYS,Coach,D,DCA,BOS,DCA/BOS/DCA,352.56,47.84,400.4,796.7495528,N,,N,,Y,YCA City Pair Fare (Contract)
34QZLV,10/21/10,11/11/10,11/14/10,8619066480,AMERICAN,Coach,D,DEN,ORD,DEN/ORD/DEN,202.8,36.6,239.4,1798.589266,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34RF3C,10/21/10,10/22/10,11/1/10,8617642254,AMERICAN,Coach,D,MIA,DCA,MIA/DCA,269.77,30.93,300.7,923.8409342,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34RJ87,10/21/10,10/22/10,11/1/10,8617620647,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,243.72,39.68,283.4,1221.809058,N,,N,,Y,YCA City Pair Fare (Contract)
34S632,10/21/10,10/22/10,11/15/10,8617620638,AMERICAN,Coach,D,DEN,ORD,DEN/ORD/DEN,202.8,36.6,239.4,1798.589266,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34S8CR,10/21/10,10/22/10,10/27/10,8617642261,US AIRWAYS,Coach,D,PHL,RIC,PHL/RIC/PHL,871.63,86.77,958.4,397.5019549,N,,N,,Y,YCA City Pair Fare (Contract)
34SGW2,10/21/10,10/27/10,11/4/10,8617924844,AMERICAN,Coach,I,SJU,STX,SJU/STX/SJU,371.5,9.5,381,190.3977204,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34SGW2,10/21/10,10/22/10,11/1/10,8617642248,JET BLUE AIRWAYS,Coach,I,JFK,SJU,JFK/SJU/JFK,418,46.2,464.2,3206.12595,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34SL4V,10/21/10,11/10/10,11/14/10,8618967281,UNITED AIRLINES,Coach,D,SFO,SNA,SFO/SNA/SFO,37.21,2.79,40,744.0654308,Y,8617666912,N,8617666912,N,YCA City Pair Fare (Contract)
34SL4V,10/21/10,10/22/10,11/14/10,8617666912,UNITED AIRLINES,Coach,D,SFO,SNA,SFO/SNA/SFO,219.53,37.87,257.4,744.0654308,N,,N,,N,YCA City Pair Fare (Contract)
34UYHP,10/21/10,11/3/10,11/8/10,8618471245,ALASKA,Coach,D,PDX,SFO,PDX/SFO/PDX,133.96,31.44,165.4,1102.727834,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34V93N,10/21/10,10/21/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
34VFSB,10/21/10,10/21/10,10/26/10,8617586878,DELTA AIR LINES,Coach,D,ATL,TPA,ATL/TPA/ATL,267.9,41.5,309.4,815.0167464,N,,N,,N,Economy Discounted Government (Non-Contract)
34WY4H,10/21/10,11/3/10,11/8/10,,VIRGIN AMERICA,Coach,D,SFO,SAN,SFO/SAN/SFO,69.7,,69.7,894.5282589,N,,N,,Y,Economy Restricted Fare (Non-Contract)
34WY4H,10/21/10,11/3/10,11/8/10,8618471359,UNITED AIRLINES,Coach,D,SFO,SAN,SFO/SAN,87.44,17.26,104.7,447.2643161,N,,N,,Y,Economy Discounted Government (Non-Contract)
34XCRS,10/21/10,10/22/10,10/26/10,,AIRTRAN AIRLINES,Coach,D,ATL,MSY,ATL/MSY/ATL,217.4,,217.4,851.575037,N,,N,,Y,Economy Restricted Fare (Non-Contract)
34XGX6,10/21/10,10/29/10,11/3/10,,AIRTRAN AIRLINES,Coach,D,DCA,ATL,DCA/ATL/DCA,287.4,,287.4,1095.766184,N,,N,,N,Economy Restricted Fare (Non-Contract)
34XLPJ,10/21/10,10/22/10,11/3/10,8617642234,AMERICAN,Coach,D,ORD,MSP,ORD/MSP,83.72,16.98,100.7,334.4054252,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34XLPJ,10/21/10,10/22/10,11/4/10,8617642235,DELTA AIR LINES,Coach,D,MSP,MDW,MSP/MDW,185.12,24.58,209.7,347.6464605,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
34XNE9,10/21/10,10/22/10,11/1/10,8617620650,AMERICAN,Coach,D,ORD,CLE,ORD/CLE/ORD,190.7,35.7,226.4,630.5062202,N,,N,,Y,YCA City Pair Fare (Contract)
34Y5IM,10/21/10,10/22/10,10/26/10,8617666872,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO/IAD,305.12,44.28,349.4,4830.898039,N,,N,,N,YCA City Pair Fare (Contract)
34Y7AF,10/21/10,10/22/10,10/23/10,8617666830,UNITED AIRLINES,Coach,D,IAD,LAS,IAD/LAS/IAD,754.41,77.99,832.4,4125.796605,N,,N,,N,YCA City Pair Fare (Contract)
34Y7AF,10/21/10,10/26/10,10/28/10,8617924725,UNITED AIRLINES,Coach,D,LAS,IAD,LAS/IAD,,,,2062.89845,Y,8617666830,N,8617666830,N,YCA City Pair Fare (Contract)
34YDUX,10/21/10,10/28/10,11/1/10,8618113339,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,176.74,34.66,211.4,1221.809058,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34ZQCV,,10/27/10,8/11/10,8611712819,UNITED AIRLINES,Coach,D,ORD,MSP,ORD/MSP/ORD,-80.5,-36.2,-116.7,-668.8111741,N,,P,,N,YCA City Pair Fare (Contract)
352HZZ,10/22/10,10/22/10,11/3/10,8617642479,AMERICAN,Coach,D,STL,ORD,STL/ORD/STL,124.66,30.74,155.4,516.561215,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
352MQU,10/22/10,10/22/10,11/4/10,,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,259.4,,259.4,1164.534197,N,,N,,Y,Economy Restricted Fare (Non-Contract)
352Z2Z,10/22/10,10/24/10,10/24/10,8617702614,US AIRWAYS,Coach,D,DCA,BOS,DCA/BOS/DCA,140.46,10.54,151,796.7495528,Y,8617667026,N,8617667026,N,YCA City Pair Fare (Contract)
352Z2Z,10/22/10,10/22/10,10/25/10,8617667026,US AIRWAYS,Coach,D,DCA,BOS,DCA/BOS/DCA,212.1,37.3,249.4,796.7495528,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
3538NQ,,11/9/10,11/18/10,8618471283,DELTA AIR LINES,Coach,D,BOS,MCI,BOS/DTW/MCI,-351.4,0,-351.4,-1260.244877,N,,Y,,N,Economy Discounted Government (Non-Contract)
3538NQ,10/22/10,10/22/10,11/14/10,8617667099,FRONTIER AIRLINES,Coach,D,MCI,BOS,MCI/BOS,306.98,33.72,340.7,1255.305438,N,,N,,Y,YCA City Pair Fare (Contract)
3538NQ,10/22/10,10/22/10,11/18/10,8617667100,DELTA AIR LINES,Coach,D,BOS,MCI,BOS/MEM/MCI,306.98,39.92,346.9,1531.861728,N,,N,,Y,Economy Discounted Government (Non-Contract)
3538NQ,10/22/10,11/9/10,11/19/10,8618746858,DELTA AIR LINES,Coach,D,BOS,MCI,BOS/MEM/MCI,306.98,39.92,346.9,1531.861728,N,,N,,N,Economy Discounted Government (Non-Contract)
3538NQ,10/22/10,11/3/10,11/18/10,8618471283,DELTA AIR LINES,Coach,D,BOS,MCI,BOS/DTW/MCI,,,,1260.244877,Y,8617667100,N,8617667100,N,Economy Discounted Government (Non-Contract)
353EP4,10/22/10,11/9/10,11/14/10,8618746870,FRONTIER AIRLINES,Coach,D,MCI,BOS,MCI/BOS,306.98,33.72,340.7,1255.305438,N,,N,,Y,YCA City Pair Fare (Contract)
353EP4,10/22/10,11/9/10,11/19/10,8618746871,DELTA AIR LINES,Coach,D,BOS,MCI,BOS/MEM/MCI,306.98,39.92,346.9,1531.861728,N,,N,,Y,Economy Discounted Government (Non-Contract)
355MDD,10/22/10,10/27/10,10/31/10,8618012281,UNITED AIRLINES,Coach,D,LAX,IAD,LAX/IAD/LAX,286.52,42.88,329.4,4570.543224,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
356XEJ,10/22/10,10/25/10,10/27/10,8617702783,DELTA AIR LINES,Coach,D,ATL,CAE,ATL/CAE/ATL,539.54,61.86,601.4,382.8791698,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
359D2C,10/22/10,10/22/10,10/26/10,8617642304,AMERICAN,Coach,D,ORD,CVG,ORD/CVG/ORD,171.16,32.74,203.9,528.1152079,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
359R5E,,11/10/10,11/9/10,8618575812,DELTA AIR LINES,Coach,D,GEG,DCA,GEG/SLC/DCA/MSP/GEG,-762.8,-100,-862.8,-4497.390113,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
359R5E,10/22/10,11/4/10,11/9/10,8618575812,DELTA AIR LINES,Coach,D,GEG,DCA,GEG/SLC/DCA/MSP/GEG,762.8,100,862.8,4497.390113,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
35A9U3,,11/3/10,11/8/10,8617642243,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,-444.66,-54.74,-499.4,-2382.178084,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
35A9U3,10/22/10,10/22/10,11/8/10,8617642243,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
35OC9R,10/22/10,10/27/10,11/1/10,8618012253,UNITED AIRLINES,Coach,D,DCA,ORD,DCA/ORD,121.86,19.84,141.7,610.9043794,N,,N,,Y,YCA City Pair Fare (Contract)
35OC9R,10/22/10,10/27/10,11/3/10,8618012254,AMERICAN,Coach,D,ORD,DFW,ORD/DFW/DCA,348.84,47.56,396.4,1993.695902,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
35Q7LN,10/22/10,11/10/10,11/15/10,8619066417,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,200,15,215,2382.178084,Y,8617667098,N,8617667098,N,YCA City Pair Fare (Contract)
35Q7LN,10/22/10,10/22/10,11/15/10,8617667098,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
35S2EI,,12/6/10,11/15/10,8617666838,US AIRWAYS,Coach,D,BOS,DEN,BOS/DEN/BOS,-469.7,0,-469.7,-3527.818763,N,,P,,Y,Economy Restricted Fare (Non-Contract)
35S2EI,10/22/10,10/22/10,11/15/10,8617666838,US AIRWAYS,Coach,D,BOS,DEN,BOS/DEN/BOS,639.99,69.41,709.4,3527.818763,N,,N,,Y,Economy Restricted Fare (Non-Contract)
35S2EI,10/22/10,10/22/10,11/15/10,8617666853,UNITED AIRLINES,Coach,D,DEN,GJT,DEN/GJT/DEN,1026.98,98.42,1125.4,397.8359238,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
35UIYA,10/22/10,11/10/10,11/15/10,8619066422,UNITED AIRLINES,Coach,D,BOS,ABQ,BOS/DEN/ABQ/DEN/BOS,420.46,72.84,493.3,4208.110737,N,,N,,Y,YCA City Pair Fare (Contract)
35UW4X,10/22/10,10/22/10,11/1/10,8617642307,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
35VOWV,10/22/10,11/10/10,11/15/10,8618967252,AMERICAN,Coach,D,DFW,TPA,DFW/TPA/DFW,316.28,45.12,361.4,1853.983561,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
35WB8Y,10/22/10,10/22/10,11/1/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
35YZM9,10/22/10,11/17/10,11/23/10,8619361025,US AIRWAYS,Coach,D,DCA,LGA,DCA/LGA/DCA,146.04,32.36,178.4,427.5137234,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
35ZEYN,10/22/10,10/22/10,10/25/10,8617642480,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,543.26,62.14,605.4,2109.49372,N,,N,,Y,YCA City Pair Fare (Contract)
36226C,10/19/10,10/20/10,10/25/10,8617467532,US AIRWAYS,Coach,D,PHL,DFW,PHL/DFW/PHL,418.6,52.8,471.4,2602.536026,N,,N,,Y,YCA City Pair Fare (Contract)
362WDX,10/19/10,10/19/10,10/24/10,8617370660,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,243.72,39.68,283.4,1221.809058,N,,N,,Y,YCA City Pair Fare (Contract)
362YRO,10/19/10,10/22/10,11/3/10,,AIRTRAN AIRLINES,Coach,D,DCA,ATL,DCA/ATL/DCA,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
363QPN,10/19/10,10/22/10,12/6/10,,SOUTHWEST AIR,Coach,D,DEN,SMF,DEN/SMF/DEN,299.4,,299.4,1794.997335,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
363YUB,10/19/10,11/12/10,11/16/10,8619206455,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,176.74,34.66,211.4,1221.809058,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
364HIV,10/19/10,10/20/10,10/25/10,8617494607,ALASKA,Coach,D,SEA,DCA,SEA/ORD/DCA/SEA,779.54,90.56,870.1,4653.486933,N,,N,,N,YCA City Pair Fare (Contract)
364HVJ,10/19/10,10/22/10,10/27/10,8617642217,JET BLUE AIRWAYS,Coach,I,JFK,SJU,JFK/SJU/JFK,418,46.2,464.2,3206.12595,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
364XDM,10/19/10,10/21/10,11/1/10,8617620504,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
365BQV,,11/15/10,10/28/10,8617620486,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL/DCA,-907.91,-89.49,-997.4,-1095.766184,N,,Y,,Y,Economy Discounted Government (Non-Contract)
365BQV,10/19/10,10/21/10,10/28/10,8617620486,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL/DCA,907.91,89.49,997.4,1095.766184,N,,N,,Y,Economy Discounted Government (Non-Contract)
366YFM,10/19/10,10/20/10,10/25/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
367JSP,10/19/10,10/22/10,11/1/10,8617620623,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
367QN7,10/19/10,10/19/10,11/3/10,8617370579,DELTA AIR LINES,Coach,D,ATL,TPA,ATL/TPA/ATL,267.9,41.5,309.4,815.0167464,N,,N,,N,Economy Discounted Government (Non-Contract)
36932I,10/19/10,10/21/10,11/7/10,,VIRGIN AMERICA,Coach,D,LAX,SFO,LAX/SFO/LAX,129.4,,129.4,675.7402632,N,,N,,Y,Economy Restricted Fare (Non-Contract)
369GM8,10/19/10,10/22/10,10/27/10,,SOUTHWEST AIR,Coach,D,BWI,TPA,BWI/TPA/BWI,339.4,,339.4,1690.418212,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
36BWJA,10/19/10,10/20/10,10/25/10,8617467582,AMERICAN,Coach,D,DFW,SEA,DFW/SEA/DFW,336.74,46.66,383.4,3320.231581,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
36DBOY,10/19/10,10/19/10,10/20/10,8617297144,AMERICAN,Coach,D,DFW,TUL,DFW/TUL/DFW,407.44,50.46,457.9,475.0575752,N,,N,,N,YCA City Pair Fare (Contract)
36DZDI,10/19/10,10/21/10,11/1/10,8617620431,AMERICAN,Coach,D,MSP,ORD,MSP/ORD/MSP,184.19,35.21,219.4,668.8111741,N,,N,,Y,YCA City Pair Fare (Contract)
36EBMM,10/19/10,10/21/10,11/1/10,8617620407,AMERICAN,Coach,D,MSP,ORD,MSP/ORD/MSP,184.19,35.21,219.4,668.8111741,N,,N,,Y,YCA City Pair Fare (Contract)
36EZA3,10/19/10,10/21/10,10/25/10,8617546628,AMERICAN,Coach,D,DFW,MFE,DFW/MFE/DFW,407.44,50.46,457.9,940.5810234,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
36F6V5,10/19/10,10/21/10,12/13/10,8617620576,JET BLUE AIRWAYS,Coach,D,BOS,IAD,BOS/IAD/BOS,128.38,31.02,159.4,825.9327377,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
36F6V5,10/19/10,11/17/10,12/13/10,8619360995,JET BLUE AIRWAYS,Coach,D,BOS,IAD,BOS/IAD/BOS,,,,825.9327377,Y,8617620576,N,8617620576,N,_CA Deep Discount City Pair Fare (Contract)
36FLJG,,11/5/10,10/21/10,8617457540,UNITED AIRLINES,Coach,D,LAS,FAT,LAS/FAT/LAS,-139.7,0,-139.7,-516.5895786,N,,P,,N,YCA City Pair Fare (Contract)
36FLJG,10/19/10,10/19/10,10/22/10,8617297171,UNITED AIRLINES,Coach,D,LAS,FAT,LAS/FAT/LAS,240,39.4,279.4,516.5895786,N,,N,,N,YCA City Pair Fare (Contract)
36FLJG,10/19/10,10/20/10,10/21/10,8617457540,UNITED AIRLINES,Coach,D,LAS,FAT,LAS/FAT/LAS,,,,516.5895786,Y,8617297171,N,8617297171,N,YCA City Pair Fare (Contract)
36FW6Z,10/19/10,10/21/10,10/26/10,8617546730,AMERICAN,Coach,D,DCA,AUS,DCA/DFW/AUS/ORD/DCA,271.62,63.18,334.8,2960.647597,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
36G653,10/19/10,10/22/10,11/14/10,,SOUTHWEST AIR,Coach,D,BWI,SAT,BWI/SAT/BNA/BWI,532.3,,532.3,2815.783615,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
36GG4Z,10/19/10,10/21/10,11/17/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
36GR58,10/19/10,11/10/10,11/14/10,8618967166,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,318.14,45.26,363.4,1897.501878,N,,N,,Y,YCA City Pair Fare (Contract)
36H2YD,10/19/10,10/21/10,11/3/10,8617620498,DELTA AIR LINES,Coach,D,ATL,JAN,ATL/JAN/ATL,835.34,84.06,919.4,680.7851693,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
36H8CO,10/19/10,10/20/10,10/26/10,8617494642,AMERICAN,Coach,D,DFW,MSY,DFW/MSY/DFW,329.3,46.1,375.4,893.5574414,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
36HFU2,10/19/10,10/21/10,11/4/10,8617620465,US AIRWAYS,Coach,D,DCA,IND,DCA/IND/DCA,306.98,44.42,351.4,996.3764989,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
36HLLB,10/19/10,10/22/10,10/26/10,,SOUTHWEST AIR,Coach,D,MDW,DTW,MDW/DTW/MDW,297.4,,297.4,458.2797268,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
36HLLB,10/19/10,10/25/10,11/2/10,,SOUTHWEST AIR,Coach,D,MDW,DTW,MDW/DTW/MDW,,,,458.2797268,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
36HOAZ,10/19/10,10/28/10,10/28/10,8618080724,ALASKA,Coach,D,BOS,SEA,BOS/SEA,-119.93,-9.07,-129,-2491.507616,N,8617494463,Y,8617494463,N,_CA Deep Discount City Pair Fare (Contract)
36HOAZ,10/19/10,10/20/10,10/25/10,8617494463,ALASKA,Coach,D,SEA,BOS,SEA/BOS/SEA,612.1,67.3,679.4,4983.015515,N,,N,,Y,YCA City Pair Fare (Contract)
36HS2N,10/19/10,10/21/10,10/26/10,8617546565,JET BLUE AIRWAYS,Coach,D,JFK,BUF,JFK/BUF/JFK,193.49,35.91,229.4,602.4263382,N,,N,,Y,Economy Discounted Government (Non-Contract)
